func_id,language,source_repo,file,func_name,class_path,visibility,cc,nloc,params,start_line,end_line,qualname,is_method,receiver_kind,module_or_package,param_types,import_hint,enrich_note,ctor_signature,ctor_snippet,ctor_verified,needs_context,ctor_note,ctor_class,ctor_module,raw_source_path
CP-004,python,pallets/flask,data/raw/flask/src/flask/app.py,update_template_context,Flask,public,5,12,3,590,618,Flask.update_template_context,yes,instance,flask.app,"ctx,context","from flask.app import Flask  # construct an instance first, then call instance.update_template_context(...)",,"(self, import_name: 'str', static_url_path: 'str | None' = None, static_folder: 'str | os.PathLike[str] | None' = 'static', static_host: 'str | None' = None, host_matching: 'bool' = False, subdomain_matching: 'bool' = False, template_folder: 'str | os.PathLike[str] | None' = 'templates', instance_path: 'str | None' = None, instance_relative_config: 'bool' = False, root_path: 'str | None' = None)","Flask(import_name=""test_app"")",yes,yes,Flask,Flask,flask.app,clean_functions/CP-004.py
CP-005,python,psf/requests,data/raw/requests/src/requests/utils.py,unquote_header_value,,public,5,6,2,475,497,unquote_header_value,no,function,requests.utils,"value,is_filename",from requests.utils import unquote_header_value,,,,,,khong phai method,,,clean_functions/CP-005.py
CP-006,python,pallets/flask,data/raw/flask/src/flask/app.py,handle_exception,Flask,public,6,17,3,897,948,Flask.handle_exception,yes,instance,flask.app,"ctx,e","from flask.app import Flask  # construct an instance first, then call instance.handle_exception(...)",,"(self, import_name: 'str', static_url_path: 'str | None' = None, static_folder: 'str | os.PathLike[str] | None' = 'static', static_host: 'str | None' = None, host_matching: 'bool' = False, subdomain_matching: 'bool' = False, template_folder: 'str | os.PathLike[str] | None' = 'templates', instance_path: 'str | None' = None, instance_relative_config: 'bool' = False, root_path: 'str | None' = None)","Flask(import_name=""test_app"")",yes,yes,Flask,Flask,flask.app,clean_functions/CP-006.py
CP-007,python,psf/requests,data/raw/requests/src/requests/adapters.py,request_url,HTTPAdapter,public,5,15,3,565,597,HTTPAdapter.request_url,yes,instance,requests.adapters,"request,proxies","from requests.adapters import HTTPAdapter  # construct an instance first, then call instance.request_url(...)",,"(self, pool_connections: 'int' = 10, pool_maxsize: 'int' = 10, max_retries: 'int | Retry' = 0, pool_block: 'bool' = False) -> 'None'",HTTPAdapter(),yes,no,HTTPAdapter,HTTPAdapter,requests.adapters,clean_functions/CP-007.py
CP-008,python,pallets/flask,data/raw/flask/src/flask/cli.py,shell_command,,public,5,24,0,1001,1045,shell_command,no,function,flask.cli,,from flask.cli import shell_command,,,,,,khong phai method,,,clean_functions/CP-008.py
CP-009,python,psf/requests,data/raw/requests/src/requests/hooks.py,dispatch_hook,,public,6,16,4,32,48,dispatch_hook,no,function,requests.hooks,"key,hooks,hook_data",from requests.hooks import dispatch_hook,,,,,,khong phai method,,,clean_functions/CP-009.py
CP-010,python,pallets/flask,data/raw/flask/src/flask/cli.py,get_command,FlaskGroup,public,5,14,3,609,634,FlaskGroup.get_command,yes,instance,flask.cli,"ctx,name","from flask.cli import FlaskGroup  # construct an instance first, then call instance.get_command(...)",,"(self, add_default_commands: 'bool' = True, create_app: 't.Callable[..., Flask] | None' = None, add_version_option: 'bool' = True, load_dotenv: 'bool' = True, set_debug_flag: 'bool' = True, **extra: 't.Any') -> 'None'",FlaskGroup(),yes,yes,FlaskGroup,FlaskGroup,flask.cli,clean_functions/CP-010.py
CP-011,python,psf/requests,data/raw/requests/src/requests/sessions.py,prepare_request,Session,public,6,28,2,511,555,Session.prepare_request,yes,instance,requests.sessions,request,"from requests.sessions import Session  # construct an instance first, then call instance.prepare_request(...)",,(self) -> 'None',Session(),yes,no,Session,Session,requests.sessions,clean_functions/CP-011.py
CP-012,python,pallets/flask,data/raw/flask/src/flask/sansio/app.py,trap_http_exception,App,public,6,13,2,893,926,App.trap_http_exception,yes,instance,flask.sansio.app,e,"from flask.sansio.app import App  # construct an instance first, then call instance.trap_http_exception(...)",,"(self, import_name: 'str', static_url_path: 'str | None' = None, static_folder: 'str | os.PathLike[str] | None' = 'static', static_host: 'str | None' = None, host_matching: 'bool' = False, subdomain_matching: 'bool' = False, template_folder: 'str | os.PathLike[str] | None' = 'templates', instance_path: 'str | None' = None, instance_relative_config: 'bool' = False, root_path: 'str | None' = None)","Flask(import_name=""test_app"")",yes,yes,dung lop con cu the flask.app.Flask (Flask),Flask,flask.app,clean_functions/CP-012.py
CP-013,python,psf/requests,data/raw/requests/src/requests/models.py,prepare_content_length,PreparedRequest,public,5,10,2,654,668,PreparedRequest.prepare_content_length,yes,instance,requests.models,body,"from requests.models import PreparedRequest  # construct an instance first, then call instance.prepare_content_length(...)",,(self) -> 'None',PreparedRequest(),yes,no,PreparedRequest,PreparedRequest,requests.models,clean_functions/CP-013.py
CP-014,python,pallets/flask,data/raw/flask/src/flask/cli.py,prepare_import,,public,6,16,1,200,226,prepare_import,no,function,flask.cli,path,from flask.cli import prepare_import,,,,,,khong phai method,,,clean_functions/CP-014.py
CP-015,python,psf/requests,data/raw/requests/src/requests/models.py,register_hook,RequestHooksMixin,public,6,11,3,257,270,RequestHooksMixin.register_hook,yes,instance,requests.models,"event,hook","from requests.models import RequestHooksMixin  # construct an instance first, then call instance.register_hook(...)",,"(self, /, *args, **kwargs)",RequestHooksMixin(),yes,no,RequestHooksMixin,RequestHooksMixin,requests.models,clean_functions/CP-015.py
CP-016,python,pallets/flask,data/raw/flask/src/flask/app.py,preprocess_request,Flask,public,8,14,2,1366,1392,Flask.preprocess_request,yes,instance,flask.app,ctx,"from flask.app import Flask  # construct an instance first, then call instance.preprocess_request(...)",,"(self, import_name: 'str', static_url_path: 'str | None' = None, static_folder: 'str | os.PathLike[str] | None' = 'static', static_host: 'str | None' = None, host_matching: 'bool' = False, subdomain_matching: 'bool' = False, template_folder: 'str | os.PathLike[str] | None' = 'templates', instance_path: 'str | None' = None, instance_relative_config: 'bool' = False, root_path: 'str | None' = None)","Flask(import_name=""test_app"")",yes,yes,Flask,Flask,flask.app,clean_functions/CP-016.py
CP-017,python,psf/requests,data/raw/requests/src/requests/sessions.py,rebuild_method,SessionRedirectMixin,public,7,11,3,370,392,SessionRedirectMixin.rebuild_method,yes,instance,requests.sessions,"prepared_request,response","from requests.sessions import SessionRedirectMixin  # construct an instance first, then call instance.rebuild_method(...)",,"(self, /, *args, **kwargs)",SessionRedirectMixin(),yes,no,SessionRedirectMixin,SessionRedirectMixin,requests.sessions,clean_functions/CP-017.py
CP-018,python,pallets/flask,data/raw/flask/src/flask/app.py,handle_user_exception,Flask,public,7,13,3,865,895,Flask.handle_user_exception,yes,instance,flask.app,"ctx,e","from flask.app import Flask  # construct an instance first, then call instance.handle_user_exception(...)",,"(self, import_name: 'str', static_url_path: 'str | None' = None, static_folder: 'str | os.PathLike[str] | None' = 'static', static_host: 'str | None' = None, host_matching: 'bool' = False, subdomain_matching: 'bool' = False, template_folder: 'str | os.PathLike[str] | None' = 'templates', instance_path: 'str | None' = None, instance_relative_config: 'bool' = False, root_path: 'str | None' = None)","Flask(import_name=""test_app"")",yes,yes,Flask,Flask,flask.app,clean_functions/CP-018.py
CP-019,python,psf/requests,data/raw/requests/src/requests/models.py,prepare_auth,PreparedRequest,public,6,16,3,670,697,PreparedRequest.prepare_auth,yes,instance,requests.models,"auth,url","from requests.models import PreparedRequest  # construct an instance first, then call instance.prepare_auth(...)",,(self) -> 'None',PreparedRequest(),yes,no,PreparedRequest,PreparedRequest,requests.models,clean_functions/CP-019.py
CP-020,python,pallets/flask,data/raw/flask/src/flask/logging.py,has_level_handler,,public,5,10,1,31,47,has_level_handler,no,function,flask.logging,logger,from flask.logging import has_level_handler,,,,,,khong phai method,,,clean_functions/CP-020.py
CP-021,python,psf/requests,data/raw/requests/src/requests/models.py,json,Response,public,8,14,2,1091,1124,Response.json,yes,instance,requests.models,,"from requests.models import Response  # construct an instance first, then call instance.json(...)",,(self) -> 'None',Response(),yes,no,Response,Response,requests.models,clean_functions/CP-021.py
CP-022,python,pallets/flask,data/raw/flask/src/flask/sansio/app.py,inject_url_defaults,App,public,5,10,3,960,979,App.inject_url_defaults,yes,instance,flask.sansio.app,"endpoint,values","from flask.sansio.app import App  # construct an instance first, then call instance.inject_url_defaults(...)",,"(self, import_name: 'str', static_url_path: 'str | None' = None, static_folder: 'str | os.PathLike[str] | None' = 'static', static_host: 'str | None' = None, host_matching: 'bool' = False, subdomain_matching: 'bool' = False, template_folder: 'str | os.PathLike[str] | None' = 'templates', instance_path: 'str | None' = None, instance_relative_config: 'bool' = False, root_path: 'str | None' = None)","Flask(import_name=""test_app"")",yes,yes,dung lop con cu the flask.app.Flask (Flask),Flask,flask.app,clean_functions/CP-022.py
CP-023,python,psf/requests,data/raw/requests/src/requests/sessions.py,request,Session,public,5,46,17,557,653,Session.request,yes,instance,requests.sessions,"method,url,params,data,headers,cookies,files,auth,timeout,allow_redirects,proxies,hooks,stream,verify,cert,json","from requests.sessions import Session  # construct an instance first, then call instance.request(...)",,(self) -> 'None',Session(),yes,no,Session,Session,requests.sessions,clean_functions/CP-023.py
CP-024,python,pallets/flask,data/raw/flask/src/flask/config.py,from_file,Config,public,5,17,5,256,302,Config.from_file,yes,instance,flask.config,"filename,load,silent,text","from flask.config import Config  # construct an instance first, then call instance.from_file(...)",,"(self, root_path: 'str | os.PathLike[str]', defaults: 'dict[str, t.Any] | None' = None) -> 'None'","Config(root_path=str(__import__(""tempfile"").gettempdir()))",yes,yes,Config,Config,flask.config,clean_functions/CP-024.py
CP-025,python,psf/requests,data/raw/requests/src/requests/__init__.py,check_compatibility,,public,5,28,3,60,96,check_compatibility,no,function,requests,"urllib3_version,chardet_version,charset_normalizer_version",from requests import check_compatibility,,,,,,khong phai method,,,clean_functions/CP-025.py
CP-026,python,pallets/flask,data/raw/flask/src/flask/helpers.py,get_root_path,,public,9,30,1,587,641,get_root_path,no,function,flask.helpers,import_name,from flask.helpers import get_root_path,,,,,,khong phai method,,,clean_functions/CP-026.py
CP-027,python,psf/requests,data/raw/requests/src/requests/utils.py,is_valid_cidr,,public,6,15,1,763,784,is_valid_cidr,no,function,requests.utils,string_network,from requests.utils import is_valid_cidr,,,,,,khong phai method,,,clean_functions/CP-027.py
CP-028,python,pallets/flask,data/raw/flask/src/flask/app.py,wsgi_app,Flask,public,8,26,3,1566,1616,Flask.wsgi_app,yes,instance,flask.app,"environ,start_response","from flask.app import Flask  # construct an instance first, then call instance.wsgi_app(...)",,"(self, import_name: 'str', static_url_path: 'str | None' = None, static_folder: 'str | os.PathLike[str] | None' = 'static', static_host: 'str | None' = None, host_matching: 'bool' = False, subdomain_matching: 'bool' = False, template_folder: 'str | os.PathLike[str] | None' = 'templates', instance_path: 'str | None' = None, instance_relative_config: 'bool' = False, root_path: 'str | None' = None)","Flask(import_name=""test_app"")",yes,yes,Flask,Flask,flask.app,clean_functions/CP-028.py
CP-029,python,psf/requests,data/raw/requests/src/requests/sessions.py,rebuild_auth,SessionRedirectMixin,public,5,14,3,309,332,SessionRedirectMixin.rebuild_auth,yes,instance,requests.sessions,"prepared_request,response","from requests.sessions import SessionRedirectMixin  # construct an instance first, then call instance.rebuild_auth(...)",,"(self, /, *args, **kwargs)",SessionRedirectMixin(),yes,no,SessionRedirectMixin,SessionRedirectMixin,requests.sessions,clean_functions/CP-029.py
CP-030,python,pallets/flask,data/raw/flask/src/flask/app.py,raise_routing_exception,Flask,public,5,10,2,562,588,Flask.raise_routing_exception,yes,instance,flask.app,request,"from flask.app import Flask  # construct an instance first, then call instance.raise_routing_exception(...)",,"(self, import_name: 'str', static_url_path: 'str | None' = None, static_folder: 'str | os.PathLike[str] | None' = 'static', static_host: 'str | None' = None, host_matching: 'bool' = False, subdomain_matching: 'bool' = False, template_folder: 'str | os.PathLike[str] | None' = 'templates', instance_path: 'str | None' = None, instance_relative_config: 'bool' = False, root_path: 'str | None' = None)","Flask(import_name=""test_app"")",yes,yes,Flask,Flask,flask.app,clean_functions/CP-030.py
CP-031,python,psf/requests,data/raw/requests/src/requests/utils.py,prepend_scheme_if_needed,,public,5,14,2,1040,1067,prepend_scheme_if_needed,no,function,requests.utils,"url,new_scheme",from requests.utils import prepend_scheme_if_needed,,,,,,khong phai method,,,clean_functions/CP-031.py
CP-032,python,pallets/flask,data/raw/flask/src/flask/cli.py,run_command,,public,5,37,9,935,993,run_command,no,function,flask.cli,"info,host,port,reload,debugger,with_threads,cert,extra_files,exclude_patterns",from flask.cli import run_command,,,,,,khong phai method,,,clean_functions/CP-032.py
CP-033,python,psf/requests,data/raw/requests/src/requests/utils.py,set_environ,,public,5,14,2,788,807,set_environ,no,function,requests.utils,"env_name,value",from requests.utils import set_environ,,,,,,khong phai method,,,clean_functions/CP-033.py
CP-034,python,pallets/flask,data/raw/flask/src/flask/cli.py,load_app,ScriptInfo,public,8,30,1,333,372,ScriptInfo.load_app,yes,instance,flask.cli,,"from flask.cli import ScriptInfo  # construct an instance first, then call instance.load_app(...)",,"(self, app_import_path: 'str | None' = None, create_app: 't.Callable[..., Flask] | None' = None, set_debug_flag: 'bool' = True, load_dotenv_defaults: 'bool' = True) -> 'None'",ScriptInfo(),yes,yes,ScriptInfo,ScriptInfo,flask.cli,clean_functions/CP-034.py
CP-035,python,psf/requests,data/raw/requests/src/requests/cookies.py,merge_cookies,,public,6,14,2,604,625,merge_cookies,no,function,requests.cookies,"cookiejar,cookies",from requests.cookies import merge_cookies,,,,,,khong phai method,,,clean_functions/CP-035.py
CP-036,python,pallets/flask,data/raw/flask/src/flask/app.py,create_url_adapter,Flask,public,7,21,2,509,560,Flask.create_url_adapter,yes,instance,flask.app,request,"from flask.app import Flask  # construct an instance first, then call instance.create_url_adapter(...)",,"(self, import_name: 'str', static_url_path: 'str | None' = None, static_folder: 'str | os.PathLike[str] | None' = 'static', static_host: 'str | None' = None, host_matching: 'bool' = False, subdomain_matching: 'bool' = False, template_folder: 'str | os.PathLike[str] | None' = 'templates', instance_path: 'str | None' = None, instance_relative_config: 'bool' = False, root_path: 'str | None' = None)","Flask(import_name=""test_app"")",yes,yes,Flask,Flask,flask.app,clean_functions/CP-036.py
CP-037,python,psf/requests,data/raw/requests/src/requests/utils.py,unquote_unreserved,,public,6,16,1,680,701,unquote_unreserved,no,function,requests.utils,uri,from requests.utils import unquote_unreserved,,,,,,khong phai method,,,clean_functions/CP-037.py
CP-038,python,pallets/flask,data/raw/flask/src/flask/app.py,full_dispatch_request,Flask,public,5,19,2,992,1019,Flask.full_dispatch_request,yes,instance,flask.app,ctx,"from flask.app import Flask  # construct an instance first, then call instance.full_dispatch_request(...)",,"(self, import_name: 'str', static_url_path: 'str | None' = None, static_folder: 'str | os.PathLike[str] | None' = 'static', static_host: 'str | None' = None, host_matching: 'bool' = False, subdomain_matching: 'bool' = False, template_folder: 'str | os.PathLike[str] | None' = 'templates', instance_path: 'str | None' = None, instance_relative_config: 'bool' = False, root_path: 'str | None' = None)","Flask(import_name=""test_app"")",yes,yes,Flask,Flask,flask.app,clean_functions/CP-038.py
CP-039,python,psf/requests,data/raw/requests/src/requests/sessions.py,merge_setting,,public,8,17,3,76,105,merge_setting,no,function,requests.sessions,"request_setting,session_setting,dict_class",from requests.sessions import merge_setting,,,,,,khong phai method,,,clean_functions/CP-039.py
CP-040,python,pallets/flask,data/raw/flask/src/flask/app.py,process_response,Flask,public,6,10,3,1394,1418,Flask.process_response,yes,instance,flask.app,"ctx,response","from flask.app import Flask  # construct an instance first, then call instance.process_response(...)",,"(self, import_name: 'str', static_url_path: 'str | None' = None, static_folder: 'str | os.PathLike[str] | None' = 'static', static_host: 'str | None' = None, host_matching: 'bool' = False, subdomain_matching: 'bool' = False, template_folder: 'str | os.PathLike[str] | None' = 'templates', instance_path: 'str | None' = None, instance_relative_config: 'bool' = False, root_path: 'str | None' = None)","Flask(import_name=""test_app"")",yes,yes,Flask,Flask,flask.app,clean_functions/CP-040.py
CP-041,python,psf/requests,data/raw/requests/src/requests/auth.py,handle_401,HTTPDigestAuth,public,7,29,3,273,319,HTTPDigestAuth.handle_401,yes,instance,requests.auth,r,"from requests.auth import HTTPDigestAuth  # construct an instance first, then call instance.handle_401(...)",,"(self, username: 'bytes | str', password: 'bytes | str') -> 'None'","HTTPDigestAuth(username=""test"", password=""test"")",yes,no,HTTPDigestAuth,HTTPDigestAuth,requests.auth,clean_functions/CP-041.py
CP-042,python,pallets/flask,data/raw/flask/src/flask/config.py,from_prefixed_env,Config,public,7,24,4,126,185,Config.from_prefixed_env,yes,instance,flask.config,prefix,"from flask.config import Config  # construct an instance first, then call instance.from_prefixed_env(...)",,"(self, root_path: 'str | os.PathLike[str]', defaults: 'dict[str, t.Any] | None' = None) -> 'None'","Config(root_path=str(__import__(""tempfile"").gettempdir()))",yes,yes,Config,Config,flask.config,clean_functions/CP-042.py
CP-043,python,psf/requests,data/raw/requests/src/requests/utils.py,get_unicode_from_response,,public,6,22,1,633,671,get_unicode_from_response,no,function,requests.utils,r,from requests.utils import get_unicode_from_response,,,,,,khong phai method,,,clean_functions/CP-043.py
CP-044,python,pallets/flask,data/raw/flask/src/flask/config.py,get_namespace,Config,public,5,15,4,323,364,Config.get_namespace,yes,instance,flask.config,"namespace,lowercase,trim_namespace","from flask.config import Config  # construct an instance first, then call instance.get_namespace(...)",,"(self, root_path: 'str | os.PathLike[str]', defaults: 'dict[str, t.Any] | None' = None) -> 'None'","Config(root_path=str(__import__(""tempfile"").gettempdir()))",yes,yes,Config,Config,flask.config,clean_functions/CP-044.py
CP-045,python,psf/requests,data/raw/requests/src/requests/sessions.py,should_strip_auth,SessionRedirectMixin,public,10,22,3,154,184,SessionRedirectMixin.should_strip_auth,yes,instance,requests.sessions,"old_url,new_url","from requests.sessions import SessionRedirectMixin  # construct an instance first, then call instance.should_strip_auth(...)",,"(self, /, *args, **kwargs)",SessionRedirectMixin(),yes,no,SessionRedirectMixin,SessionRedirectMixin,requests.sessions,clean_functions/CP-045.py
CP-046,python,pallets/flask,data/raw/flask/src/flask/templating.py,list_templates,DispatchingJinjaLoader,public,5,11,1,108,120,DispatchingJinjaLoader.list_templates,yes,instance,flask.templating,,"from flask.templating import DispatchingJinjaLoader  # construct an instance first, then call instance.list_templates(...)",,"(self, app: 'App') -> 'None'","DispatchingJinjaLoader(app=__import__(""flask"").Flask(""test_app""))",yes,yes,DispatchingJinjaLoader,DispatchingJinjaLoader,flask.templating,clean_functions/CP-046.py
CP-047,python,psf/requests,data/raw/requests/src/requests/utils.py,guess_filename,,public,5,4,1,283,287,guess_filename,no,function,requests.utils,obj,from requests.utils import guess_filename,,,,,,khong phai method,,,clean_functions/CP-047.py
CP-048,python,pallets/flask,data/raw/flask/src/flask/testing.py,open,FlaskClient,public,7,34,5,204,247,FlaskClient.open,yes,instance,flask.testing,,"from flask.testing import FlaskClient  # construct an instance first, then call instance.open(...)",,"(self, *args: 't.Any', **kwargs: 't.Any') -> 'None'",,no,yes,TypeError: Client.__init__() missing 1 required positional argument: 'application,,,clean_functions/CP-048.py
CP-049,python,psf/requests,data/raw/requests/src/requests/models.py,raise_for_status,Response,public,6,19,1,1144,1171,Response.raise_for_status,yes,instance,requests.models,,"from requests.models import Response  # construct an instance first, then call instance.raise_for_status(...)",,(self) -> 'None',Response(),yes,no,Response,Response,requests.models,clean_functions/CP-049.py
CP-050,python,pallets/flask,data/raw/flask/src/flask/json/tag.py,register,TaggedJSONSerializer,public,5,16,4,256,287,TaggedJSONSerializer.register,yes,instance,flask.json.tag,"tag_class,force,index","from flask.json.tag import TaggedJSONSerializer  # construct an instance first, then call instance.register(...)",,(self) -> 'None',TaggedJSONSerializer(),yes,yes,TaggedJSONSerializer,TaggedJSONSerializer,flask.json.tag,clean_functions/CP-050.py
CP-051,python,psf/requests,data/raw/requests/src/requests/cookies.py,remove_cookie_by_name,,public,8,14,4,164,182,remove_cookie_by_name,no,function,requests.cookies,"cookiejar,name,domain,path",from requests.cookies import remove_cookie_by_name,,,,,,khong phai method,,,clean_functions/CP-051.py
CP-052,python,pallets/flask,data/raw/flask/src/flask/sansio/app.py,handle_url_build_error,App,public,5,14,4,981,1013,App.handle_url_build_error,yes,instance,flask.sansio.app,"error,endpoint,values","from flask.sansio.app import App  # construct an instance first, then call instance.handle_url_build_error(...)",,"(self, import_name: 'str', static_url_path: 'str | None' = None, static_folder: 'str | os.PathLike[str] | None' = 'static', static_host: 'str | None' = None, host_matching: 'bool' = False, subdomain_matching: 'bool' = False, template_folder: 'str | os.PathLike[str] | None' = 'templates', instance_path: 'str | None' = None, instance_relative_config: 'bool' = False, root_path: 'str | None' = None)","Flask(import_name=""test_app"")",yes,yes,dung lop con cu the flask.app.Flask (Flask),Flask,flask.app,clean_functions/CP-052.py
CP-053,python,psf/requests,data/raw/requests/src/requests/utils.py,extract_zipped_paths,,public,8,21,1,290,325,extract_zipped_paths,no,function,requests.utils,path,from requests.utils import extract_zipped_paths,,,,,,khong phai method,,,clean_functions/CP-053.py
CP-054,python,pallets/flask,data/raw/flask/src/flask/sansio/scaffold.py,find_package,,public,5,14,1,754,792,find_package,no,function,flask.sansio.scaffold,import_name,from flask.sansio.scaffold import find_package,,,,,,khong phai method,,,clean_functions/CP-054.py
CP-055,python,psf/requests,data/raw/requests/src/requests/help.py,info,,public,6,52,0,67,123,info,no,function,requests.help,,from requests.help import info,,,,,,khong phai method,,,clean_functions/CP-055.py
CP-056,python,pallets/flask,data/raw/flask/src/flask/helpers.py,get_flashed_messages,,public,6,12,2,360,399,get_flashed_messages,no,function,flask.helpers,"with_categories,category_filter",from flask.helpers import get_flashed_messages,,,,,,khong phai method,,,clean_functions/CP-056.py
CP-057,python,psf/requests,data/raw/requests/src/requests/utils.py,get_encoding_from_headers,,public,5,11,1,569,591,get_encoding_from_headers,no,function,requests.utils,headers,from requests.utils import get_encoding_from_headers,,,,,,khong phai method,,,clean_functions/CP-057.py
CP-058,python,psf/requests,data/raw/requests/src/requests/sessions.py,rebuild_proxies,SessionRedirectMixin,public,6,18,3,334,368,SessionRedirectMixin.rebuild_proxies,yes,instance,requests.sessions,"prepared_request,proxies","from requests.sessions import SessionRedirectMixin  # construct an instance first, then call instance.rebuild_proxies(...)",,"(self, /, *args, **kwargs)",SessionRedirectMixin(),yes,no,SessionRedirectMixin,SessionRedirectMixin,requests.sessions,clean_functions/CP-058.py
CP-059,python,psf/requests,data/raw/requests/src/requests/utils.py,resolve_proxies,,public,5,16,3,911,939,resolve_proxies,no,function,requests.utils,"request,proxies,trust_env",from requests.utils import resolve_proxies,,,,,,khong phai method,,,clean_functions/CP-059.py
CP-060,python,psf/requests,data/raw/requests/src/requests/utils.py,select_proxy,,public,5,17,2,885,908,select_proxy,no,function,requests.utils,"url,proxies",from requests.utils import select_proxy,,,,,,khong phai method,,,clean_functions/CP-060.py
